2025-01-27T23:05:20.481216Z [info     ] 2025-01-27 20:05:20,481 | INFO     | tap-csv.categories   | Beginning full_table sync of 'categories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.496013Z [info     ] 2025-01-27 20:05:20,492 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 49, "tags": {"stream": "employee_territories", "pid": 205868, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.496119Z [info     ] 2025-01-27 20:05:20,492 | INFO     | tap-csv.employees    | Beginning full_table sync of 'employees'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.496213Z [info     ] 2025-01-27 20:05:20,492 | INFO     | tap-csv.employees    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.496301Z [info     ] 2025-01-27 20:05:20,493 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0005998611450195312, "tags": {"stream": "employees", "pid": 205868, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.496389Z [info     ] 2025-01-27 20:05:20,493 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 9, "tags": {"stream": "employees", "pid": 205868, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.496481Z [info     ] 2025-01-27 20:05:20,493 | INFO     | tap-csv.order_details | Beginning full_table sync of 'order_details'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.496584Z [info     ] 2025-01-27 20:05:20,493 | INFO     | tap-csv.order_details | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.593004Z [info     ] 2025-01-27 20:05:20,592 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.09897089004516602, "tags": {"stream": "order_details", "pid": 205868, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.593330Z [info     ] 2025-01-27 20:05:20,592 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 2155, "tags": {"stream": "order_details", "pid": 205868, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.593492Z [info     ] 2025-01-27 20:05:20,593 | INFO     | tap-csv.orders       | Beginning full_table sync of 'orders'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.593630Z [info     ] 2025-01-27 20:05:20,593 | INFO     | tap-csv.orders       | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.635666Z [info     ] 2025-01-27 20:05:20,633 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.040210723876953125, "tags": {"stream": "orders", "pid": 205868, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.636009Z [info     ] 2025-01-27 20:05:20,633 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 830, "tags": {"stream": "orders", "pid": 205868, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.636184Z [info     ] 2025-01-27 20:05:20,633 | INFO     | tap-csv.products     | Beginning full_table sync of 'products'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.636317Z [info     ] 2025-01-27 20:05:20,633 | INFO     | tap-csv.products     | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.637669Z [info     ] 2025-01-27 20:05:20,637 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0034554004669189453, "tags": {"stream": "products", "pid": 205868, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.637877Z [info     ] 2025-01-27 20:05:20,637 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 77, "tags": {"stream": "products", "pid": 205868, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.637998Z [info     ] 2025-01-27 20:05:20,637 | INFO     | tap-csv.region       | Beginning full_table sync of 'region'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.638150Z [info     ] 2025-01-27 20:05:20,637 | INFO     | tap-csv.region       | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.638744Z [info     ] 2025-01-27 20:05:20,638 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0004436969757080078, "tags": {"stream": "region", "pid": 205868, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.639009Z [info     ] 2025-01-27 20:05:20,638 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 4, "tags": {"stream": "region", "pid": 205868, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.639295Z [info     ] 2025-01-27 20:05:20,638 | INFO     | tap-csv.shippers     | Beginning full_table sync of 'shippers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.639426Z [info     ] 2025-01-27 20:05:20,638 | INFO     | tap-csv.shippers     | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.639594Z [info     ] 2025-01-27 20:05:20,639 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0002694129943847656, "tags": {"stream": "shippers", "pid": 205868, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.639713Z [info     ] 2025-01-27 20:05:20,639 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 6, "tags": {"stream": "shippers", "pid": 205868, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.639820Z [info     ] 2025-01-27 20:05:20,639 | INFO     | tap-csv.suppliers    | Beginning full_table sync of 'suppliers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.639927Z [info     ] 2025-01-27 20:05:20,639 | INFO     | tap-csv.suppliers    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.641070Z [info     ] 2025-01-27 20:05:20,640 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0013072490692138672, "tags": {"stream": "suppliers", "pid": 205868, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.641390Z [info     ] 2025-01-27 20:05:20,641 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 29, "tags": {"stream": "suppliers", "pid": 205868, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.641683Z [info     ] 2025-01-27 20:05:20,641 | INFO     | tap-csv.territories  | Beginning full_table sync of 'territories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.641809Z [info     ] 2025-01-27 20:05:20,641 | INFO     | tap-csv.territories  | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.644428Z [info     ] 2025-01-27 20:05:20,643 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0022656917572021484, "tags": {"stream": "territories", "pid": 205868, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.644607Z [info     ] 2025-01-27 20:05:20,643 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 53, "tags": {"stream": "territories", "pid": 205868, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.644748Z [info     ] 2025-01-27 20:05:20,643 | INFO     | tap-csv.us_states    | Beginning full_table sync of 'us_states'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.644890Z [info     ] 2025-01-27 20:05:20,643 | INFO     | tap-csv.us_states    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.645793Z [info     ] 2025-01-27 20:05:20,645 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.001753091812133789, "tags": {"stream": "us_states", "pid": 205868, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.645989Z [info     ] 2025-01-27 20:05:20,645 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 51, "tags": {"stream": "us_states", "pid": 205868, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=tap-csv
2025-01-27T23:05:20.727942Z [info     ] 2025-01-27 20:05:20,727 | INFO     | target-postgres      | Target 'target-postgres' is listening for input from tap. cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:20.728303Z [info     ] 2025-01-27 20:05:20,727 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:20.728488Z [info     ] 2025-01-27 20:05:20,728 | INFO     | target-postgres.categories | Initializing target sink for stream 'categories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:21.033393Z [info     ] 2025-01-27 20:05:21,033 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:21.033720Z [info     ] 2025-01-27 20:05:21,033 | INFO     | target-postgres.customers | Initializing target sink for stream 'customers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:21.323457Z [info     ] 2025-01-27 20:05:21,323 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:21.323733Z [info     ] 2025-01-27 20:05:21,323 | INFO     | target-postgres.employee_territories | Initializing target sink for stream 'employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:21.494436Z [info     ] 2025-01-27 20:05:21,494 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:21.494684Z [info     ] 2025-01-27 20:05:21,494 | INFO     | target-postgres.employees | Initializing target sink for stream 'employees'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:21.694148Z [info     ] 2025-01-27 20:05:21,693 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:21.694376Z [info     ] 2025-01-27 20:05:21,693 | INFO     | target-postgres.order_details | Initializing target sink for stream 'order_details'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:22.452353Z [info     ] 2025-01-27 20:05:22,452 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:22.452641Z [info     ] 2025-01-27 20:05:22,452 | INFO     | target-postgres.orders | Initializing target sink for stream 'orders'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:22.710047Z [info     ] 2025-01-27 20:05:22,709 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:22.710305Z [info     ] 2025-01-27 20:05:22,710 | INFO     | target-postgres.products | Initializing target sink for stream 'products'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:22.956733Z [info     ] 2025-01-27 20:05:22,956 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:22.956997Z [info     ] 2025-01-27 20:05:22,956 | INFO     | target-postgres.region | Initializing target sink for stream 'region'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:23.160371Z [info     ] 2025-01-27 20:05:23,160 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:23.160597Z [info     ] 2025-01-27 20:05:23,160 | INFO     | target-postgres.shippers | Initializing target sink for stream 'shippers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:23.529186Z [info     ] 2025-01-27 20:05:23,449 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:23.529377Z [info     ] 2025-01-27 20:05:23,449 | INFO     | target-postgres.suppliers | Initializing target sink for stream 'suppliers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:23.884660Z [info     ] 2025-01-27 20:05:23,884 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:23.884976Z [info     ] 2025-01-27 20:05:23,884 | INFO     | target-postgres.territories | Initializing target sink for stream 'territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:24.071884Z [info     ] 2025-01-27 20:05:24,071 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:24.072126Z [info     ] 2025-01-27 20:05:24,071 | INFO     | target-postgres.us_states | Initializing target sink for stream 'us_states'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
2025-01-27T23:05:24.263928Z [info     ] 2025-01-27 20:05:24,263 | INFO     | target-postgres      | Target 'target-postgres' completed reading 3387 lines of input (12 schemas, 3362 records, 0 batch manifests, 13 state messages). cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=9d5a6a59-dc4d-4678-acd2-daaf97e39bc2 stdio=stderr string_id=target-postgres
