2025-01-27T22:21:32.247077Z [info     ] 2025-01-27 19:21:32,246 | INFO     | tap-csv.categories   | Beginning full_table sync of 'categories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=tap-csv
2025-01-27T22:21:32.341459Z [info     ] 2025-01-27 19:21:32,341 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0012316703796386719, "tags": {"stream": "territories", "pid": 191538, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=tap-csv
2025-01-27T22:21:32.341576Z [info     ] 2025-01-27 19:21:32,341 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 53, "tags": {"stream": "territories", "pid": 191538, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=tap-csv
2025-01-27T22:21:32.341685Z [info     ] 2025-01-27 19:21:32,341 | INFO     | tap-csv.us_states    | Beginning full_table sync of 'us_states'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=tap-csv
2025-01-27T22:21:32.341775Z [info     ] 2025-01-27 19:21:32,341 | INFO     | tap-csv.us_states    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=tap-csv
2025-01-27T22:21:32.344587Z [info     ] 2025-01-27 19:21:32,342 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0012195110321044922, "tags": {"stream": "us_states", "pid": 191538, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=tap-csv
2025-01-27T22:21:32.344744Z [info     ] 2025-01-27 19:21:32,342 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 51, "tags": {"stream": "us_states", "pid": 191538, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=tap-csv
2025-01-27T22:21:32.475013Z [info     ] 2025-01-27 19:21:32,474 | INFO     | target-postgres      | Target 'target-postgres' is listening for input from tap. cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:32.475252Z [info     ] 2025-01-27 19:21:32,474 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:32.475360Z [info     ] 2025-01-27 19:21:32,475 | INFO     | target-postgres.categories | Initializing target sink for stream 'categories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:32.750763Z [info     ] 2025-01-27 19:21:32,750 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:32.751035Z [info     ] 2025-01-27 19:21:32,750 | INFO     | target-postgres.customers | Initializing target sink for stream 'customers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:32.940245Z [info     ] 2025-01-27 19:21:32,940 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:32.940553Z [info     ] 2025-01-27 19:21:32,940 | INFO     | target-postgres.employee_territories | Initializing target sink for stream 'employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:33.152384Z [info     ] 2025-01-27 19:21:33,152 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:33.152638Z [info     ] 2025-01-27 19:21:33,152 | INFO     | target-postgres.employees | Initializing target sink for stream 'employees'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:33.335364Z [info     ] 2025-01-27 19:21:33,335 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:33.335668Z [info     ] 2025-01-27 19:21:33,335 | INFO     | target-postgres.order_details | Initializing target sink for stream 'order_details'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:33.596394Z [info     ] 2025-01-27 19:21:33,596 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:33.596649Z [info     ] 2025-01-27 19:21:33,596 | INFO     | target-postgres.orders | Initializing target sink for stream 'orders'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:33.852125Z [info     ] 2025-01-27 19:21:33,852 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:33.852358Z [info     ] 2025-01-27 19:21:33,852 | INFO     | target-postgres.products | Initializing target sink for stream 'products'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:34.056644Z [info     ] 2025-01-27 19:21:34,056 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:34.056918Z [info     ] 2025-01-27 19:21:34,056 | INFO     | target-postgres.region | Initializing target sink for stream 'region'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:34.284787Z [info     ] 2025-01-27 19:21:34,284 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:34.285010Z [info     ] 2025-01-27 19:21:34,284 | INFO     | target-postgres.shippers | Initializing target sink for stream 'shippers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:34.510600Z [info     ] 2025-01-27 19:21:34,510 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:34.510843Z [info     ] 2025-01-27 19:21:34,510 | INFO     | target-postgres.suppliers | Initializing target sink for stream 'suppliers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:34.687439Z [info     ] 2025-01-27 19:21:34,687 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:34.687697Z [info     ] 2025-01-27 19:21:34,687 | INFO     | target-postgres.territories | Initializing target sink for stream 'territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:34.895206Z [info     ] 2025-01-27 19:21:34,895 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:34.895472Z [info     ] 2025-01-27 19:21:34,895 | INFO     | target-postgres.us_states | Initializing target sink for stream 'us_states'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:35.053604Z [info     ] 2025-01-27 19:21:35,053 | INFO     | target-postgres      | Target 'target-postgres' completed reading 3387 lines of input (12 schemas, 3362 records, 0 batch manifests, 13 state messages). cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:35.189222Z [info     ] 2025-01-27 19:21:35,145 | INFO     | target-postgres.categories | Inserting with SQL: INSERT INTO fecc66d2_4bfa_4dbc_bd39_ad9591cd671e (category_id, category_name, description, picture) VALUES (:category_id, :category_name, :description, :picture) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
2025-01-27T22:21:35.189423Z [info     ] 2025-01-27 19:21:35,147 | INFO     | target-postgres.customers | Inserting with SQL: INSERT INTO "025aa2d7_ee4f_431d_b0e7_a08bedc64a0c" (customer_id, company_name, contact_name, contact_title, address, city, region, postal_code, country, phone, fax) VALUES (:customer_id, :company_name, :contact_name, :contact_title, :address, :city, :region, :postal_code, :country, :phone, :fax) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=5c1f19b5-8490-4699-b115-3433fd31bc12 stdio=stderr string_id=target-postgres
