2025-01-27T16:56:25.620173Z [info     ] 2025-01-27 13:56:25,620 | INFO     | tap-csv.customers    | Beginning full_table sync of 'customers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=tap-csv
2025-01-27T16:56:25.713415Z [info     ] 2025-01-27 13:56:25,713 | INFO     | tap-csv.territories  | Beginning full_table sync of 'territories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=tap-csv
2025-01-27T16:56:25.713520Z [info     ] 2025-01-27 13:56:25,713 | INFO     | tap-csv.territories  | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=tap-csv
2025-01-27T16:56:25.714721Z [info     ] 2025-01-27 13:56:25,714 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0012612342834472656, "tags": {"stream": "territories", "pid": 79412, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=tap-csv
2025-01-27T16:56:25.714893Z [info     ] 2025-01-27 13:56:25,714 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 53, "tags": {"stream": "territories", "pid": 79412, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=tap-csv
2025-01-27T16:56:25.715013Z [info     ] 2025-01-27 13:56:25,714 | INFO     | tap-csv.us_states    | Beginning full_table sync of 'us_states'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=tap-csv
2025-01-27T16:56:25.715156Z [info     ] 2025-01-27 13:56:25,714 | INFO     | tap-csv.us_states    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=tap-csv
2025-01-27T16:56:25.716154Z [info     ] 2025-01-27 13:56:25,716 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0011882781982421875, "tags": {"stream": "us_states", "pid": 79412, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=tap-csv
2025-01-27T16:56:25.716310Z [info     ] 2025-01-27 13:56:25,716 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 51, "tags": {"stream": "us_states", "pid": 79412, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=tap-csv
2025-01-27T16:56:25.844269Z [info     ] 2025-01-27 13:56:25,844 | INFO     | target-postgres      | Target 'target-postgres' is listening for input from tap. cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:25.844555Z [info     ] 2025-01-27 13:56:25,844 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:25.844674Z [info     ] 2025-01-27 13:56:25,844 | INFO     | target-postgres.customers | Initializing target sink for stream 'customers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.054348Z [info     ] 2025-01-27 13:56:26,054 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.054647Z [info     ] 2025-01-27 13:56:26,054 | INFO     | target-postgres.employee_territories | Initializing target sink for stream 'employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.133558Z [info     ] 2025-01-27 13:56:26,133 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.133862Z [info     ] 2025-01-27 13:56:26,133 | INFO     | target-postgres.employees | Initializing target sink for stream 'employees'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.216467Z [info     ] 2025-01-27 13:56:26,216 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.216784Z [info     ] 2025-01-27 13:56:26,216 | INFO     | target-postgres.order_details | Initializing target sink for stream 'order_details'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.400168Z [info     ] 2025-01-27 13:56:26,400 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.400445Z [info     ] 2025-01-27 13:56:26,400 | INFO     | target-postgres.orders | Initializing target sink for stream 'orders'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.535870Z [info     ] 2025-01-27 13:56:26,535 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.536121Z [info     ] 2025-01-27 13:56:26,535 | INFO     | target-postgres.products | Initializing target sink for stream 'products'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.612893Z [info     ] 2025-01-27 13:56:26,612 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.613150Z [info     ] 2025-01-27 13:56:26,612 | INFO     | target-postgres.public-categories | Initializing target sink for stream 'public-categories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.683117Z [info     ] 2025-01-27 13:56:26,682 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.683434Z [info     ] 2025-01-27 13:56:26,683 | INFO     | target-postgres.region | Initializing target sink for stream 'region'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.766385Z [info     ] 2025-01-27 13:56:26,766 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.766684Z [info     ] 2025-01-27 13:56:26,766 | INFO     | target-postgres.shippers | Initializing target sink for stream 'shippers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.841315Z [info     ] 2025-01-27 13:56:26,841 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.841612Z [info     ] 2025-01-27 13:56:26,841 | INFO     | target-postgres.suppliers | Initializing target sink for stream 'suppliers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.918492Z [info     ] 2025-01-27 13:56:26,918 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:26.918764Z [info     ] 2025-01-27 13:56:26,918 | INFO     | target-postgres.territories | Initializing target sink for stream 'territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:27.009835Z [info     ] 2025-01-27 13:56:27,009 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:27.010251Z [info     ] 2025-01-27 13:56:27,009 | INFO     | target-postgres.us_states | Initializing target sink for stream 'us_states'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:27.093586Z [info     ] 2025-01-27 13:56:27,093 | INFO     | target-postgres      | Target 'target-postgres' completed reading 3387 lines of input (12 schemas, 3362 records, 0 batch manifests, 13 state messages). cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:27.191017Z [info     ] 2025-01-27 13:56:27,190 | INFO     | target-postgres.customers | Inserting with SQL: INSERT INTO "3ce5e94c_ea9a_498a_afa4_9d1f37ff1351" (customer_id, company_name, contact_name, contact_title, address, city, region, postal_code, country, phone, fax) VALUES (:customer_id, :company_name, :contact_name, :contact_title, :address, :city, :region, :postal_code, :country, :phone, :fax) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:27.197736Z [info     ] 2025-01-27 13:56:27,197 | INFO     | target-postgres.employee_territories | Inserting with SQL: INSERT INTO "04f8083c_cc76_4166_8654_c803a130bc2d" (employee_id, territory_id) VALUES (:employee_id, :territory_id) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:27.205208Z [info     ] 2025-01-27 13:56:27,204 | INFO     | target-postgres.orders | Inserting with SQL: INSERT INTO "173638a3_6c6a_4719_9c63_9e5ce3f76677" (order_id, customer_id, employee_id, order_date, required_date, shipped_date, ship_via, freight, ship_name, ship_address, ship_city, ship_region, ship_postal_code, ship_country) VALUES (:order_id, :customer_id, :employee_id, :order_date, :required_date, :shipped_date, :ship_via, :freight, :ship_name, :ship_address, :ship_city, :ship_region, :ship_postal_code, :ship_country) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
2025-01-27T16:56:27.213388Z [info     ] 2025-01-27 13:56:27,212 | INFO     | target-postgres.region | Inserting with SQL: INSERT INTO a427bd2a_fe75_4f67_a80d_9892bfb29524 (region_id, region_description) VALUES (:region_id, :region_description) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=02897104-efef-4138-8414-931657f4023d stdio=stderr string_id=target-postgres
