2025-01-26T21:17:16.648729Z [info     ] 2025-01-26 18:17:16,648 | INFO     | tap-postgres.public-categories | Beginning full_table sync of 'public-categories'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.687144Z [info     ] 2025-01-26 18:17:16,687 | WARNING  | py.warnings          | /home/victor/Desktop/TESTE/code-challenge/.meltano/extractors/tap-postgres/venv/lib/python3.11/site-packages/singer_sdk/connectors/sql.py:1116: SAWarning: Did not recognize type 'bpchar' of column 'customer_id' cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.687279Z [info     ]   columns = inspector.get_columns(table_name, schema_name) cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.687388Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.687561Z [info     ] 2025-01-26 18:17:16,687 | WARNING  | py.warnings          | /home/victor/Desktop/TESTE/code-challenge/.meltano/extractors/tap-postgres/venv/lib/python3.11/site-packages/singer_sdk/connectors/sql.py:1116: SAWarning: Did not recognize type 'bpchar' of column 'customer_type_id' cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.687670Z [info     ]   columns = inspector.get_columns(table_name, schema_name) cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.687750Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.690664Z [info     ] 2025-01-26 18:17:16,690 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.008058786392211914, "tags": {"stream": "public-customer_customer_demo", "pid": 32270, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.690820Z [info     ] 2025-01-26 18:17:16,690 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 0, "tags": {"stream": "public-customer_customer_demo", "pid": 32270, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.690936Z [info     ] 2025-01-26 18:17:16,690 | INFO     | tap-postgres.public-customer_demographics | Beginning full_table sync of 'public-customer_demographics'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.691074Z [info     ] 2025-01-26 18:17:16,690 | INFO     | tap-postgres.public-customer_demographics | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.691431Z [info     ] 2025-01-26 18:17:16,691 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.691583Z [info     ] 2025-01-26 18:17:16,691 | INFO     | target-csv.customer_demographics | Initializing target sink for stream 'customer_demographics'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.692634Z [info     ] 2025-01-26 18:17:16,692 | INFO     | target-csv.customer_demographics | Setting up customer_demographics cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.699234Z [info     ] 2025-01-26 18:17:16,699 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.008106470108032227, "tags": {"stream": "public-customer_demographics", "pid": 32270, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.699467Z [info     ] 2025-01-26 18:17:16,699 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 0, "tags": {"stream": "public-customer_demographics", "pid": 32270, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.699595Z [info     ] 2025-01-26 18:17:16,699 | INFO     | tap-postgres.public-customers | Beginning full_table sync of 'public-customers'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.699681Z [info     ] 2025-01-26 18:17:16,699 | INFO     | tap-postgres.public-customers | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.699999Z [info     ] 2025-01-26 18:17:16,699 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.700146Z [info     ] 2025-01-26 18:17:16,699 | INFO     | target-csv.customers | Initializing target sink for stream 'customers'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.703840Z [info     ] 2025-01-26 18:17:16,703 | INFO     | target-csv.customers | Setting up customers cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.713226Z [info     ] 2025-01-26 18:17:16,713 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.013365983963012695, "tags": {"stream": "public-customers", "pid": 32270, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.713548Z [info     ] 2025-01-26 18:17:16,713 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 91, "tags": {"stream": "public-customers", "pid": 32270, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.713703Z [info     ] 2025-01-26 18:17:16,713 | INFO     | tap-postgres.public-employee_territories | Beginning full_table sync of 'public-employee_territories'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.713839Z [info     ] 2025-01-26 18:17:16,713 | INFO     | tap-postgres.public-employee_territories | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.716043Z [info     ] 2025-01-26 18:17:16,715 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.716232Z [info     ] 2025-01-26 18:17:16,716 | INFO     | target-csv.employee_territories | Initializing target sink for stream 'employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.717263Z [info     ] 2025-01-26 18:17:16,717 | INFO     | target-csv.employee_territories | Setting up employee_territories cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.724242Z [info     ] 2025-01-26 18:17:16,724 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.010600805282592773, "tags": {"stream": "public-employee_territories", "pid": 32270, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.724435Z [info     ] 2025-01-26 18:17:16,724 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 49, "tags": {"stream": "public-employee_territories", "pid": 32270, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.724581Z [info     ] 2025-01-26 18:17:16,724 | INFO     | tap-postgres.public-employees | Beginning full_table sync of 'public-employees'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.724739Z [info     ] 2025-01-26 18:17:16,724 | INFO     | tap-postgres.public-employees | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.725075Z [info     ] 2025-01-26 18:17:16,724 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.725205Z [info     ] 2025-01-26 18:17:16,725 | INFO     | target-csv.employees | Initializing target sink for stream 'employees'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.730999Z [info     ] 2025-01-26 18:17:16,730 | INFO     | target-csv.employees | Setting up employees cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.735418Z [info     ] 2025-01-26 18:17:16,735 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.010490655899047852, "tags": {"stream": "public-employees", "pid": 32270, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.735627Z [info     ] 2025-01-26 18:17:16,735 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 9, "tags": {"stream": "public-employees", "pid": 32270, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.735803Z [info     ] 2025-01-26 18:17:16,735 | INFO     | tap-postgres.public-orders | Beginning full_table sync of 'public-orders'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.735935Z [info     ] 2025-01-26 18:17:16,735 | INFO     | tap-postgres.public-orders | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.736298Z [info     ] 2025-01-26 18:17:16,736 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.736471Z [info     ] 2025-01-26 18:17:16,736 | INFO     | target-csv.orders    | Initializing target sink for stream 'orders'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.741338Z [info     ] 2025-01-26 18:17:16,741 | INFO     | target-csv.orders    | Setting up orders cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=target-csv
2025-01-26T21:17:16.781554Z [info     ] 2025-01-26 18:17:16,781 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.04535961151123047, "tags": {"stream": "public-orders", "pid": 32270, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.781772Z [info     ] 2025-01-26 18:17:16,781 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 830, "tags": {"stream": "public-orders", "pid": 32270, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.781864Z [info     ] 2025-01-26 18:17:16,781 | INFO     | tap-postgres.public-products | Beginning full_table sync of 'public-products'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.782004Z [info     ] 2025-01-26 18:17:16,781 | INFO     | tap-postgres.public-products | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.794623Z [info     ] 2025-01-26 18:17:16,794 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.012560606002807617, "tags": {"stream": "public-products", "pid": 32270, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.794865Z [info     ] 2025-01-26 18:17:16,794 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 77, "tags": {"stream": "public-products", "pid": 32270, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.794962Z [info     ] 2025-01-26 18:17:16,794 | INFO     | tap-postgres.public-region | Beginning full_table sync of 'public-region'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.795078Z [info     ] 2025-01-26 18:17:16,794 | INFO     | tap-postgres.public-region | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.799132Z [info     ] 2025-01-26 18:17:16,799 | WARNING  | py.warnings          | /home/victor/Desktop/TESTE/code-challenge/.meltano/extractors/tap-postgres/venv/lib/python3.11/site-packages/singer_sdk/connectors/sql.py:1116: SAWarning: Did not recognize type 'bpchar' of column 'region_description' cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.799287Z [info     ]   columns = inspector.get_columns(table_name, schema_name) cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.799422Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.803015Z [info     ] 2025-01-26 18:17:16,802 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.007957220077514648, "tags": {"stream": "public-region", "pid": 32270, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.803179Z [info     ] 2025-01-26 18:17:16,802 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 4, "tags": {"stream": "public-region", "pid": 32270, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.803304Z [info     ] 2025-01-26 18:17:16,803 | INFO     | tap-postgres.public-shippers | Beginning full_table sync of 'public-shippers'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.803389Z [info     ] 2025-01-26 18:17:16,803 | INFO     | tap-postgres.public-shippers | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.810922Z [info     ] 2025-01-26 18:17:16,810 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0074961185455322266, "tags": {"stream": "public-shippers", "pid": 32270, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.811217Z [info     ] 2025-01-26 18:17:16,810 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 6, "tags": {"stream": "public-shippers", "pid": 32270, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.811403Z [info     ] 2025-01-26 18:17:16,811 | INFO     | tap-postgres.public-suppliers | Beginning full_table sync of 'public-suppliers'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.811538Z [info     ] 2025-01-26 18:17:16,811 | INFO     | tap-postgres.public-suppliers | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.821732Z [info     ] 2025-01-26 18:17:16,821 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.010052204132080078, "tags": {"stream": "public-suppliers", "pid": 32270, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.821977Z [info     ] 2025-01-26 18:17:16,821 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 29, "tags": {"stream": "public-suppliers", "pid": 32270, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.822107Z [info     ] 2025-01-26 18:17:16,821 | INFO     | tap-postgres.public-territories | Beginning full_table sync of 'public-territories'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
2025-01-26T21:17:16.822248Z [info     ] 2025-01-26 18:17:16,821 | INFO     | tap-postgres.public-territories | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=ff08dc4f-3000-4a38-9920-121fd32138a9 stdio=stderr string_id=tap-postgres
