2025-01-26T23:06:47.286187Z [info     ] 2025-01-26 20:06:47,286 | INFO     | tap-postgres.public-categories | Beginning full_table sync of 'public-categories'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.325907Z [info     ] 2025-01-26 20:06:47,325 | WARNING  | py.warnings          | /home/victor/Desktop/TESTE/code-challenge/.meltano/extractors/tap-postgres/venv/lib/python3.11/site-packages/singer_sdk/connectors/sql.py:1116: SAWarning: Did not recognize type 'bpchar' of column 'customer_id' cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.326040Z [info     ]   columns = inspector.get_columns(table_name, schema_name) cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.326150Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.326296Z [info     ] 2025-01-26 20:06:47,325 | WARNING  | py.warnings          | /home/victor/Desktop/TESTE/code-challenge/.meltano/extractors/tap-postgres/venv/lib/python3.11/site-packages/singer_sdk/connectors/sql.py:1116: SAWarning: Did not recognize type 'bpchar' of column 'customer_type_id' cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.326411Z [info     ]   columns = inspector.get_columns(table_name, schema_name) cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.326490Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.329564Z [info     ] 2025-01-26 20:06:47,329 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.008222103118896484, "tags": {"stream": "public-customer_customer_demo", "pid": 50860, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.329729Z [info     ] 2025-01-26 20:06:47,329 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 0, "tags": {"stream": "public-customer_customer_demo", "pid": 50860, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.329876Z [info     ] 2025-01-26 20:06:47,329 | INFO     | tap-postgres.public-customer_demographics | Beginning full_table sync of 'public-customer_demographics'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.329973Z [info     ] 2025-01-26 20:06:47,329 | INFO     | tap-postgres.public-customer_demographics | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.330302Z [info     ] 2025-01-26 20:06:47,330 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.330446Z [info     ] 2025-01-26 20:06:47,330 | INFO     | target-csv.customer_demographics | Initializing target sink for stream 'customer_demographics'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.331722Z [info     ] 2025-01-26 20:06:47,331 | INFO     | target-csv.customer_demographics | Setting up customer_demographics cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.338325Z [info     ] 2025-01-26 20:06:47,338 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.008239984512329102, "tags": {"stream": "public-customer_demographics", "pid": 50860, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.338525Z [info     ] 2025-01-26 20:06:47,338 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 0, "tags": {"stream": "public-customer_demographics", "pid": 50860, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.338662Z [info     ] 2025-01-26 20:06:47,338 | INFO     | tap-postgres.public-customers | Beginning full_table sync of 'public-customers'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.338748Z [info     ] 2025-01-26 20:06:47,338 | INFO     | tap-postgres.public-customers | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.339109Z [info     ] 2025-01-26 20:06:47,339 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.339278Z [info     ] 2025-01-26 20:06:47,339 | INFO     | target-csv.customers | Initializing target sink for stream 'customers'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.342767Z [info     ] 2025-01-26 20:06:47,342 | INFO     | target-csv.customers | Setting up customers cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.352789Z [info     ] 2025-01-26 20:06:47,352 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.013857364654541016, "tags": {"stream": "public-customers", "pid": 50860, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.353015Z [info     ] 2025-01-26 20:06:47,352 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 91, "tags": {"stream": "public-customers", "pid": 50860, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.353153Z [info     ] 2025-01-26 20:06:47,352 | INFO     | tap-postgres.public-employee_territories | Beginning full_table sync of 'public-employee_territories'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.353239Z [info     ] 2025-01-26 20:06:47,353 | INFO     | tap-postgres.public-employee_territories | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.354802Z [info     ] 2025-01-26 20:06:47,354 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.354991Z [info     ] 2025-01-26 20:06:47,354 | INFO     | target-csv.employee_territories | Initializing target sink for stream 'employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.356180Z [info     ] 2025-01-26 20:06:47,356 | INFO     | target-csv.employee_territories | Setting up employee_territories cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.363386Z [info     ] 2025-01-26 20:06:47,363 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.010048627853393555, "tags": {"stream": "public-employee_territories", "pid": 50860, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.363582Z [info     ] 2025-01-26 20:06:47,363 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 49, "tags": {"stream": "public-employee_territories", "pid": 50860, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.363706Z [info     ] 2025-01-26 20:06:47,363 | INFO     | tap-postgres.public-employees | Beginning full_table sync of 'public-employees'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.363792Z [info     ] 2025-01-26 20:06:47,363 | INFO     | tap-postgres.public-employees | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.364085Z [info     ] 2025-01-26 20:06:47,364 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.364256Z [info     ] 2025-01-26 20:06:47,364 | INFO     | target-csv.employees | Initializing target sink for stream 'employees'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.370315Z [info     ] 2025-01-26 20:06:47,370 | INFO     | target-csv.employees | Setting up employees cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.374382Z [info     ] 2025-01-26 20:06:47,374 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.01040792465209961, "tags": {"stream": "public-employees", "pid": 50860, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.374566Z [info     ] 2025-01-26 20:06:47,374 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 9, "tags": {"stream": "public-employees", "pid": 50860, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.374691Z [info     ] 2025-01-26 20:06:47,374 | INFO     | tap-postgres.public-orders | Beginning full_table sync of 'public-orders'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.374776Z [info     ] 2025-01-26 20:06:47,374 | INFO     | tap-postgres.public-orders | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.375092Z [info     ] 2025-01-26 20:06:47,375 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.375256Z [info     ] 2025-01-26 20:06:47,375 | INFO     | target-csv.orders    | Initializing target sink for stream 'orders'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.379734Z [info     ] 2025-01-26 20:06:47,379 | INFO     | target-csv.orders    | Setting up orders cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.420821Z [info     ] 2025-01-26 20:06:47,420 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.045918941497802734, "tags": {"stream": "public-orders", "pid": 50860, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.421049Z [info     ] 2025-01-26 20:06:47,420 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 830, "tags": {"stream": "public-orders", "pid": 50860, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.421144Z [info     ] 2025-01-26 20:06:47,420 | INFO     | tap-postgres.public-products | Beginning full_table sync of 'public-products'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.421251Z [info     ] 2025-01-26 20:06:47,421 | INFO     | tap-postgres.public-products | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.433029Z [info     ] 2025-01-26 20:06:47,432 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.011656045913696289, "tags": {"stream": "public-products", "pid": 50860, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.433273Z [info     ] 2025-01-26 20:06:47,432 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 77, "tags": {"stream": "public-products", "pid": 50860, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.433372Z [info     ] 2025-01-26 20:06:47,433 | INFO     | tap-postgres.public-region | Beginning full_table sync of 'public-region'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.433483Z [info     ] 2025-01-26 20:06:47,433 | INFO     | tap-postgres.public-region | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.437448Z [info     ] 2025-01-26 20:06:47,437 | WARNING  | py.warnings          | /home/victor/Desktop/TESTE/code-challenge/.meltano/extractors/tap-postgres/venv/lib/python3.11/site-packages/singer_sdk/connectors/sql.py:1116: SAWarning: Did not recognize type 'bpchar' of column 'region_description' cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.437609Z [info     ]   columns = inspector.get_columns(table_name, schema_name) cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.437703Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.441828Z [info     ] 2025-01-26 20:06:47,441 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.008403778076171875, "tags": {"stream": "public-region", "pid": 50860, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.442035Z [info     ] 2025-01-26 20:06:47,441 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 4, "tags": {"stream": "public-region", "pid": 50860, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.442135Z [info     ] 2025-01-26 20:06:47,441 | INFO     | tap-postgres.public-shippers | Beginning full_table sync of 'public-shippers'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.442266Z [info     ] 2025-01-26 20:06:47,442 | INFO     | tap-postgres.public-shippers | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.449719Z [info     ] 2025-01-26 20:06:47,449 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.007448911666870117, "tags": {"stream": "public-shippers", "pid": 50860, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.450012Z [info     ] 2025-01-26 20:06:47,449 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 6, "tags": {"stream": "public-shippers", "pid": 50860, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.450157Z [info     ] 2025-01-26 20:06:47,449 | INFO     | tap-postgres.public-suppliers | Beginning full_table sync of 'public-suppliers'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.450326Z [info     ] 2025-01-26 20:06:47,449 | INFO     | tap-postgres.public-suppliers | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
2025-01-26T23:06:47.452534Z [info     ] 2025-01-26 20:06:47,452 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.452709Z [info     ] 2025-01-26 20:06:47,452 | INFO     | target-csv.products  | Initializing target sink for stream 'products'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.455587Z [info     ] 2025-01-26 20:06:47,455 | INFO     | target-csv.products  | Setting up products cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.460458Z [info     ] 2025-01-26 20:06:47,460 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.460620Z [info     ] 2025-01-26 20:06:47,460 | INFO     | target-csv.region    | Initializing target sink for stream 'region'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=target-csv
2025-01-26T23:06:47.460771Z [info     ] 2025-01-26 20:06:47,460 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.010465621948242188, "tags": {"stream": "public-suppliers", "pid": 50860, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=62672bde-87e4-419e-990a-2a698356f3ea stdio=stderr string_id=tap-postgres
