2025-01-27T18:10:55.903770Z [info     ] 2025-01-27 15:10:55,903 | INFO     | tap-csv.categories   | Beginning full_table sync of 'categories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.909952Z [info     ] 2025-01-27 15:10:55,909 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 49, "tags": {"stream": "employee_territories", "pid": 106532, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.910073Z [info     ] 2025-01-27 15:10:55,909 | INFO     | tap-csv.employees    | Beginning full_table sync of 'employees'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.910157Z [info     ] 2025-01-27 15:10:55,909 | INFO     | tap-csv.employees    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.910955Z [info     ] 2025-01-27 15:10:55,910 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.000705718994140625, "tags": {"stream": "employees", "pid": 106532, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.911106Z [info     ] 2025-01-27 15:10:55,910 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 9, "tags": {"stream": "employees", "pid": 106532, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.911199Z [info     ] 2025-01-27 15:10:55,911 | INFO     | tap-csv.order_details | Beginning full_table sync of 'order_details'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.911279Z [info     ] 2025-01-27 15:10:55,911 | INFO     | tap-csv.order_details | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.967526Z [info     ] 2025-01-27 15:10:55,967 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.05610466003417969, "tags": {"stream": "order_details", "pid": 106532, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.967946Z [info     ] 2025-01-27 15:10:55,967 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 2155, "tags": {"stream": "order_details", "pid": 106532, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.968167Z [info     ] 2025-01-27 15:10:55,967 | INFO     | tap-csv.orders       | Beginning full_table sync of 'orders'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:55.968363Z [info     ] 2025-01-27 15:10:55,967 | INFO     | tap-csv.orders       | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.000206Z [info     ] 2025-01-27 15:10:56,000 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.032074689865112305, "tags": {"stream": "orders", "pid": 106532, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.000550Z [info     ] 2025-01-27 15:10:56,000 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 830, "tags": {"stream": "orders", "pid": 106532, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.000738Z [info     ] 2025-01-27 15:10:56,000 | INFO     | tap-csv.products     | Beginning full_table sync of 'products'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.000869Z [info     ] 2025-01-27 15:10:56,000 | INFO     | tap-csv.products     | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.003276Z [info     ] 2025-01-27 15:10:56,003 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.002612590789794922, "tags": {"stream": "products", "pid": 106532, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.003465Z [info     ] 2025-01-27 15:10:56,003 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 77, "tags": {"stream": "products", "pid": 106532, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.003578Z [info     ] 2025-01-27 15:10:56,003 | INFO     | tap-csv.region       | Beginning full_table sync of 'region'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.003667Z [info     ] 2025-01-27 15:10:56,003 | INFO     | tap-csv.region       | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.003780Z [info     ] 2025-01-27 15:10:56,003 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.00018835067749023438, "tags": {"stream": "region", "pid": 106532, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.003868Z [info     ] 2025-01-27 15:10:56,003 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 4, "tags": {"stream": "region", "pid": 106532, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.003974Z [info     ] 2025-01-27 15:10:56,003 | INFO     | tap-csv.shippers     | Beginning full_table sync of 'shippers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.004056Z [info     ] 2025-01-27 15:10:56,003 | INFO     | tap-csv.shippers     | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.004175Z [info     ] 2025-01-27 15:10:56,004 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.00019431114196777344, "tags": {"stream": "shippers", "pid": 106532, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.004260Z [info     ] 2025-01-27 15:10:56,004 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 6, "tags": {"stream": "shippers", "pid": 106532, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.004361Z [info     ] 2025-01-27 15:10:56,004 | INFO     | tap-csv.suppliers    | Beginning full_table sync of 'suppliers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.004440Z [info     ] 2025-01-27 15:10:56,004 | INFO     | tap-csv.suppliers    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.005449Z [info     ] 2025-01-27 15:10:56,005 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.001007080078125, "tags": {"stream": "suppliers", "pid": 106532, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.005575Z [info     ] 2025-01-27 15:10:56,005 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 29, "tags": {"stream": "suppliers", "pid": 106532, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.005659Z [info     ] 2025-01-27 15:10:56,005 | INFO     | tap-csv.territories  | Beginning full_table sync of 'territories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.005759Z [info     ] 2025-01-27 15:10:56,005 | INFO     | tap-csv.territories  | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.006941Z [info     ] 2025-01-27 15:10:56,006 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.001247406005859375, "tags": {"stream": "territories", "pid": 106532, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.007062Z [info     ] 2025-01-27 15:10:56,006 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 53, "tags": {"stream": "territories", "pid": 106532, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.007157Z [info     ] 2025-01-27 15:10:56,007 | INFO     | tap-csv.us_states    | Beginning full_table sync of 'us_states'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.007265Z [info     ] 2025-01-27 15:10:56,007 | INFO     | tap-csv.us_states    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.008478Z [info     ] 2025-01-27 15:10:56,008 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0012919902801513672, "tags": {"stream": "us_states", "pid": 106532, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.008603Z [info     ] 2025-01-27 15:10:56,008 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 51, "tags": {"stream": "us_states", "pid": 106532, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=tap-csv
2025-01-27T18:10:56.145705Z [info     ] 2025-01-27 15:10:56,145 | INFO     | target-postgres      | Target 'target-postgres' is listening for input from tap. cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:56.145977Z [info     ] 2025-01-27 15:10:56,145 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:56.146102Z [info     ] 2025-01-27 15:10:56,145 | INFO     | target-postgres.categories | Initializing target sink for stream 'categories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:56.356094Z [info     ] 2025-01-27 15:10:56,355 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:56.356564Z [info     ] 2025-01-27 15:10:56,356 | INFO     | target-postgres.customers | Initializing target sink for stream 'customers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:56.504613Z [info     ] 2025-01-27 15:10:56,504 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:56.505240Z [info     ] 2025-01-27 15:10:56,504 | INFO     | target-postgres.employee_territories | Initializing target sink for stream 'employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:56.698789Z [info     ] 2025-01-27 15:10:56,698 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:56.699092Z [info     ] 2025-01-27 15:10:56,698 | INFO     | target-postgres.employees | Initializing target sink for stream 'employees'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:56.831735Z [info     ] 2025-01-27 15:10:56,831 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:56.832065Z [info     ] 2025-01-27 15:10:56,831 | INFO     | target-postgres.order_details | Initializing target sink for stream 'order_details'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.051665Z [info     ] 2025-01-27 15:10:57,051 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.052144Z [info     ] 2025-01-27 15:10:57,051 | INFO     | target-postgres.orders | Initializing target sink for stream 'orders'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.244773Z [info     ] 2025-01-27 15:10:57,244 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.245050Z [info     ] 2025-01-27 15:10:57,244 | INFO     | target-postgres.products | Initializing target sink for stream 'products'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.402828Z [info     ] 2025-01-27 15:10:57,402 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.403098Z [info     ] 2025-01-27 15:10:57,402 | INFO     | target-postgres.region | Initializing target sink for stream 'region'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.524283Z [info     ] 2025-01-27 15:10:57,523 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.524568Z [info     ] 2025-01-27 15:10:57,524 | INFO     | target-postgres.shippers | Initializing target sink for stream 'shippers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.681552Z [info     ] 2025-01-27 15:10:57,681 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.681882Z [info     ] 2025-01-27 15:10:57,681 | INFO     | target-postgres.suppliers | Initializing target sink for stream 'suppliers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.875251Z [info     ] 2025-01-27 15:10:57,875 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:57.875494Z [info     ] 2025-01-27 15:10:57,875 | INFO     | target-postgres.territories | Initializing target sink for stream 'territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:58.016547Z [info     ] 2025-01-27 15:10:58,016 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:58.016797Z [info     ] 2025-01-27 15:10:58,016 | INFO     | target-postgres.us_states | Initializing target sink for stream 'us_states'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:58.213041Z [info     ] 2025-01-27 15:10:58,212 | INFO     | target-postgres      | Target 'target-postgres' completed reading 3387 lines of input (12 schemas, 3362 records, 0 batch manifests, 13 state messages). cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
2025-01-27T18:10:58.322400Z [info     ] 2025-01-27 15:10:58,321 | INFO     | target-postgres.categories | Inserting with SQL: INSERT INTO "8b333193_94d1_406f_b4f9_1785c81f8f34" (category_id, category_name, description, picture) VALUES (:category_id, :category_name, :description, :picture) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=12fe17af-dac8-4f0a-9b8d-ee49e0b3da02 stdio=stderr string_id=target-postgres
