2025-01-27T17:35:05.276278Z [info     ] 2025-01-27 14:35:05,276 | INFO     | tap-csv.customers    | Beginning full_table sync of 'customers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.282404Z [info     ] 2025-01-27 14:35:05,282 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 9, "tags": {"stream": "employees", "pid": 95578, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.282535Z [info     ] 2025-01-27 14:35:05,282 | INFO     | tap-csv.order_details | Beginning full_table sync of 'order_details'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.282692Z [info     ] 2025-01-27 14:35:05,282 | INFO     | tap-csv.order_details | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.332725Z [info     ] 2025-01-27 14:35:05,332 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.05013608932495117, "tags": {"stream": "order_details", "pid": 95578, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.332955Z [info     ] 2025-01-27 14:35:05,332 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 2155, "tags": {"stream": "order_details", "pid": 95578, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.333082Z [info     ] 2025-01-27 14:35:05,332 | INFO     | tap-csv.orders       | Beginning full_table sync of 'orders'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.333182Z [info     ] 2025-01-27 14:35:05,332 | INFO     | tap-csv.orders       | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.361098Z [info     ] 2025-01-27 14:35:05,360 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.027862548828125, "tags": {"stream": "orders", "pid": 95578, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.361362Z [info     ] 2025-01-27 14:35:05,361 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 830, "tags": {"stream": "orders", "pid": 95578, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.361505Z [info     ] 2025-01-27 14:35:05,361 | INFO     | tap-csv.products     | Beginning full_table sync of 'products'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.361625Z [info     ] 2025-01-27 14:35:05,361 | INFO     | tap-csv.products     | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.363980Z [info     ] 2025-01-27 14:35:05,363 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.002535104751586914, "tags": {"stream": "products", "pid": 95578, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.364168Z [info     ] 2025-01-27 14:35:05,363 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 77, "tags": {"stream": "products", "pid": 95578, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.364289Z [info     ] 2025-01-27 14:35:05,364 | INFO     | tap-csv.public-categories | Beginning full_table sync of 'public-categories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.364411Z [info     ] 2025-01-27 14:35:05,364 | INFO     | tap-csv.public-categories | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.364576Z [info     ] 2025-01-27 14:35:05,364 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0002884864807128906, "tags": {"stream": "public-categories", "pid": 95578, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.364720Z [info     ] 2025-01-27 14:35:05,364 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 8, "tags": {"stream": "public-categories", "pid": 95578, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.364839Z [info     ] 2025-01-27 14:35:05,364 | INFO     | tap-csv.region       | Beginning full_table sync of 'region'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.364942Z [info     ] 2025-01-27 14:35:05,364 | INFO     | tap-csv.region       | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.365052Z [info     ] 2025-01-27 14:35:05,364 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0002110004425048828, "tags": {"stream": "region", "pid": 95578, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.365195Z [info     ] 2025-01-27 14:35:05,365 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 4, "tags": {"stream": "region", "pid": 95578, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.365309Z [info     ] 2025-01-27 14:35:05,365 | INFO     | tap-csv.shippers     | Beginning full_table sync of 'shippers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.365412Z [info     ] 2025-01-27 14:35:05,365 | INFO     | tap-csv.shippers     | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.365619Z [info     ] 2025-01-27 14:35:05,365 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.00028014183044433594, "tags": {"stream": "shippers", "pid": 95578, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.365776Z [info     ] 2025-01-27 14:35:05,365 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 6, "tags": {"stream": "shippers", "pid": 95578, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.365891Z [info     ] 2025-01-27 14:35:05,365 | INFO     | tap-csv.suppliers    | Beginning full_table sync of 'suppliers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.365999Z [info     ] 2025-01-27 14:35:05,365 | INFO     | tap-csv.suppliers    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.367064Z [info     ] 2025-01-27 14:35:05,367 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0011153221130371094, "tags": {"stream": "suppliers", "pid": 95578, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.367194Z [info     ] 2025-01-27 14:35:05,367 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 29, "tags": {"stream": "suppliers", "pid": 95578, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.367287Z [info     ] 2025-01-27 14:35:05,367 | INFO     | tap-csv.territories  | Beginning full_table sync of 'territories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.367384Z [info     ] 2025-01-27 14:35:05,367 | INFO     | tap-csv.territories  | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.368587Z [info     ] 2025-01-27 14:35:05,368 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0012362003326416016, "tags": {"stream": "territories", "pid": 95578, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.368730Z [info     ] 2025-01-27 14:35:05,368 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 53, "tags": {"stream": "territories", "pid": 95578, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.368831Z [info     ] 2025-01-27 14:35:05,368 | INFO     | tap-csv.us_states    | Beginning full_table sync of 'us_states'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.368985Z [info     ] 2025-01-27 14:35:05,368 | INFO     | tap-csv.us_states    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.370169Z [info     ] 2025-01-27 14:35:05,370 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0013453960418701172, "tags": {"stream": "us_states", "pid": 95578, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.370331Z [info     ] 2025-01-27 14:35:05,370 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 51, "tags": {"stream": "us_states", "pid": 95578, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=tap-csv
2025-01-27T17:35:05.484343Z [info     ] 2025-01-27 14:35:05,484 | INFO     | target-postgres      | Target 'target-postgres' is listening for input from tap. cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:05.484614Z [info     ] 2025-01-27 14:35:05,484 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:05.484763Z [info     ] 2025-01-27 14:35:05,484 | INFO     | target-postgres.customers | Initializing target sink for stream 'customers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:05.723106Z [info     ] 2025-01-27 14:35:05,722 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:05.723394Z [info     ] 2025-01-27 14:35:05,723 | INFO     | target-postgres.employee_territories | Initializing target sink for stream 'employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:05.985622Z [info     ] 2025-01-27 14:35:05,985 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:05.985887Z [info     ] 2025-01-27 14:35:05,985 | INFO     | target-postgres.employees | Initializing target sink for stream 'employees'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:06.177096Z [info     ] 2025-01-27 14:35:06,176 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:06.177345Z [info     ] 2025-01-27 14:35:06,177 | INFO     | target-postgres.order_details | Initializing target sink for stream 'order_details'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:06.376208Z [info     ] 2025-01-27 14:35:06,376 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:06.376454Z [info     ] 2025-01-27 14:35:06,376 | INFO     | target-postgres.orders | Initializing target sink for stream 'orders'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:06.555169Z [info     ] 2025-01-27 14:35:06,555 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:06.555387Z [info     ] 2025-01-27 14:35:06,555 | INFO     | target-postgres.products | Initializing target sink for stream 'products'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:06.724241Z [info     ] 2025-01-27 14:35:06,724 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:06.724506Z [info     ] 2025-01-27 14:35:06,724 | INFO     | target-postgres.public-categories | Initializing target sink for stream 'public-categories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:06.886635Z [info     ] 2025-01-27 14:35:06,886 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:06.886935Z [info     ] 2025-01-27 14:35:06,886 | INFO     | target-postgres.region | Initializing target sink for stream 'region'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:07.020031Z [info     ] 2025-01-27 14:35:07,019 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:07.020290Z [info     ] 2025-01-27 14:35:07,019 | INFO     | target-postgres.shippers | Initializing target sink for stream 'shippers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:07.238667Z [info     ] 2025-01-27 14:35:07,238 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:07.238990Z [info     ] 2025-01-27 14:35:07,238 | INFO     | target-postgres.suppliers | Initializing target sink for stream 'suppliers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:07.418286Z [info     ] 2025-01-27 14:35:07,418 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:07.418536Z [info     ] 2025-01-27 14:35:07,418 | INFO     | target-postgres.territories | Initializing target sink for stream 'territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:07.572739Z [info     ] 2025-01-27 14:35:07,572 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:07.573006Z [info     ] 2025-01-27 14:35:07,572 | INFO     | target-postgres.us_states | Initializing target sink for stream 'us_states'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:07.705656Z [info     ] 2025-01-27 14:35:07,705 | INFO     | target-postgres      | Target 'target-postgres' completed reading 3387 lines of input (12 schemas, 3362 records, 0 batch manifests, 13 state messages). cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
2025-01-27T17:35:07.847281Z [info     ] 2025-01-27 14:35:07,846 | INFO     | target-postgres.public-categories | Inserting with SQL: INSERT INTO "927ca640_57c8_4d8b_ba49_1f4bad822e0f" (category_id, category_name, description, picture) VALUES (:category_id, :category_name, :description, :picture) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=23098603-b319-47ba-8ca7-6bbfd79ecfa4 stdio=stderr string_id=target-postgres
