2025-01-27T00:00:43.114004Z [info     ] 2025-01-26 21:00:43,113 | INFO     | tap-csv.customers    | Beginning full_table sync of 'customers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=tap-csv
2025-01-27T00:00:43.220858Z [info     ] 2025-01-26 21:00:43,220 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0016603469848632812, "tags": {"stream": "us_states", "pid": 66111, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=tap-csv
2025-01-27T00:00:43.221093Z [info     ] 2025-01-26 21:00:43,220 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 51, "tags": {"stream": "us_states", "pid": 66111, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=tap-csv
2025-01-27T00:00:43.343207Z [info     ] 2025-01-26 21:00:43,342 | INFO     | target-postgres      | Target 'target-postgres' is listening for input from tap. cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.343459Z [info     ] 2025-01-26 21:00:43,343 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.343589Z [info     ] 2025-01-26 21:00:43,343 | INFO     | target-postgres.customers | Initializing target sink for stream 'customers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.498247Z [info     ] 2025-01-26 21:00:43,498 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.498712Z [info     ] 2025-01-26 21:00:43,498 | INFO     | target-postgres.employee_territories | Initializing target sink for stream 'employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.530531Z [info     ] 2025-01-26 21:00:43,530 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.530779Z [info     ] 2025-01-26 21:00:43,530 | INFO     | target-postgres.employees | Initializing target sink for stream 'employees'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.563770Z [info     ] 2025-01-26 21:00:43,563 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.564028Z [info     ] 2025-01-26 21:00:43,563 | INFO     | target-postgres.order_details | Initializing target sink for stream 'order_details'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.672072Z [info     ] 2025-01-26 21:00:43,671 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.672403Z [info     ] 2025-01-26 21:00:43,672 | INFO     | target-postgres.orders | Initializing target sink for stream 'orders'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.765126Z [info     ] 2025-01-26 21:00:43,765 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.765414Z [info     ] 2025-01-26 21:00:43,765 | INFO     | target-postgres.products | Initializing target sink for stream 'products'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.803872Z [info     ] 2025-01-26 21:00:43,800 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.804333Z [info     ] 2025-01-26 21:00:43,800 | INFO     | target-postgres.public-categories | Initializing target sink for stream 'public-categories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.828515Z [info     ] 2025-01-26 21:00:43,828 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.828751Z [info     ] 2025-01-26 21:00:43,828 | INFO     | target-postgres.region | Initializing target sink for stream 'region'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.855185Z [info     ] 2025-01-26 21:00:43,855 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.855424Z [info     ] 2025-01-26 21:00:43,855 | INFO     | target-postgres.shippers | Initializing target sink for stream 'shippers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.884703Z [info     ] 2025-01-26 21:00:43,884 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.884978Z [info     ] 2025-01-26 21:00:43,884 | INFO     | target-postgres.suppliers | Initializing target sink for stream 'suppliers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.919595Z [info     ] 2025-01-26 21:00:43,919 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.919865Z [info     ] 2025-01-26 21:00:43,919 | INFO     | target-postgres.territories | Initializing target sink for stream 'territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.948645Z [info     ] 2025-01-26 21:00:43,948 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.948902Z [info     ] 2025-01-26 21:00:43,948 | INFO     | target-postgres.us_states | Initializing target sink for stream 'us_states'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:43.978593Z [info     ] 2025-01-26 21:00:43,978 | INFO     | target-postgres      | Target 'target-postgres' completed reading 3387 lines of input (12 schemas, 3362 records, 0 batch manifests, 13 state messages). cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
2025-01-27T00:00:44.052091Z [info     ] 2025-01-26 21:00:44,051 | INFO     | target-postgres.employee_territories | Inserting with SQL: INSERT INTO c49fc8fb_6bc4_4311_8a55_246e269e46bb (employee_id, territory_id) VALUES (:employee_id, :territory_id) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=fbb6215c-07fb-4ea6-947f-4a8afcfebfef stdio=stderr string_id=target-postgres
