2025-01-26T21:51:10.791259Z [info     ] 2025-01-26 18:51:10,791 | INFO     | tap-csv.customers    | Beginning full_table sync of 'customers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.797177Z [info     ] 2025-01-26 18:51:10,797 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 9, "tags": {"stream": "employees", "pid": 39762, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.797271Z [info     ] 2025-01-26 18:51:10,797 | INFO     | tap-csv.order_details | Beginning full_table sync of 'order_details'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.797379Z [info     ] 2025-01-26 18:51:10,797 | INFO     | tap-csv.order_details | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.852424Z [info     ] 2025-01-26 18:51:10,852 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.054994821548461914, "tags": {"stream": "order_details", "pid": 39762, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.852701Z [info     ] 2025-01-26 18:51:10,852 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 2155, "tags": {"stream": "order_details", "pid": 39762, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.852829Z [info     ] 2025-01-26 18:51:10,852 | INFO     | tap-csv.orders       | Beginning full_table sync of 'orders'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.853023Z [info     ] 2025-01-26 18:51:10,852 | INFO     | tap-csv.orders       | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.881976Z [info     ] 2025-01-26 18:51:10,881 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.02892160415649414, "tags": {"stream": "orders", "pid": 39762, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.882321Z [info     ] 2025-01-26 18:51:10,881 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 830, "tags": {"stream": "orders", "pid": 39762, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.882422Z [info     ] 2025-01-26 18:51:10,882 | INFO     | tap-csv.products     | Beginning full_table sync of 'products'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.882508Z [info     ] 2025-01-26 18:51:10,882 | INFO     | tap-csv.products     | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.885022Z [info     ] 2025-01-26 18:51:10,884 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0026290416717529297, "tags": {"stream": "products", "pid": 39762, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.885207Z [info     ] 2025-01-26 18:51:10,884 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 77, "tags": {"stream": "products", "pid": 39762, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.885326Z [info     ] 2025-01-26 18:51:10,885 | INFO     | tap-csv.public-categories | Beginning full_table sync of 'public-categories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.885433Z [info     ] 2025-01-26 18:51:10,885 | INFO     | tap-csv.public-categories | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.885792Z [info     ] 2025-01-26 18:51:10,885 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0004253387451171875, "tags": {"stream": "public-categories", "pid": 39762, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.885934Z [info     ] 2025-01-26 18:51:10,885 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 8, "tags": {"stream": "public-categories", "pid": 39762, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.886066Z [info     ] 2025-01-26 18:51:10,885 | INFO     | tap-csv.region       | Beginning full_table sync of 'region'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.886191Z [info     ] 2025-01-26 18:51:10,885 | INFO     | tap-csv.region       | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.886317Z [info     ] 2025-01-26 18:51:10,886 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.00017309188842773438, "tags": {"stream": "region", "pid": 39762, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.886415Z [info     ] 2025-01-26 18:51:10,886 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 4, "tags": {"stream": "region", "pid": 39762, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.886542Z [info     ] 2025-01-26 18:51:10,886 | INFO     | tap-csv.shippers     | Beginning full_table sync of 'shippers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.886644Z [info     ] 2025-01-26 18:51:10,886 | INFO     | tap-csv.shippers     | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.886782Z [info     ] 2025-01-26 18:51:10,886 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0001983642578125, "tags": {"stream": "shippers", "pid": 39762, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.886887Z [info     ] 2025-01-26 18:51:10,886 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 6, "tags": {"stream": "shippers", "pid": 39762, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.886984Z [info     ] 2025-01-26 18:51:10,886 | INFO     | tap-csv.suppliers    | Beginning full_table sync of 'suppliers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.887122Z [info     ] 2025-01-26 18:51:10,886 | INFO     | tap-csv.suppliers    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.887974Z [info     ] 2025-01-26 18:51:10,887 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0010104179382324219, "tags": {"stream": "suppliers", "pid": 39762, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.888124Z [info     ] 2025-01-26 18:51:10,887 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 29, "tags": {"stream": "suppliers", "pid": 39762, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.888222Z [info     ] 2025-01-26 18:51:10,888 | INFO     | tap-csv.territories  | Beginning full_table sync of 'territories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.888323Z [info     ] 2025-01-26 18:51:10,888 | INFO     | tap-csv.territories  | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.889568Z [info     ] 2025-01-26 18:51:10,889 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0012972354888916016, "tags": {"stream": "territories", "pid": 39762, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.889714Z [info     ] 2025-01-26 18:51:10,889 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 53, "tags": {"stream": "territories", "pid": 39762, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.889840Z [info     ] 2025-01-26 18:51:10,889 | INFO     | tap-csv.us_states    | Beginning full_table sync of 'us_states'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.889955Z [info     ] 2025-01-26 18:51:10,889 | INFO     | tap-csv.us_states    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.891480Z [info     ] 2025-01-26 18:51:10,891 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.001539468765258789, "tags": {"stream": "us_states", "pid": 39762, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:10.891624Z [info     ] 2025-01-26 18:51:10,891 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 51, "tags": {"stream": "us_states", "pid": 39762, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=tap-csv
2025-01-26T21:51:11.041099Z [info     ] 2025-01-26 18:51:11,040 | INFO     | target-postgres      | Target 'target-postgres' is listening for input from tap. cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:11.041359Z [info     ] 2025-01-26 18:51:11,041 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:11.041483Z [info     ] 2025-01-26 18:51:11,041 | INFO     | target-postgres.customers | Initializing target sink for stream 'customers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:11.279498Z [info     ] 2025-01-26 18:51:11,279 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:11.279898Z [info     ] 2025-01-26 18:51:11,279 | INFO     | target-postgres.employee_territories | Initializing target sink for stream 'employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:11.399383Z [info     ] 2025-01-26 18:51:11,399 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:11.399872Z [info     ] 2025-01-26 18:51:11,399 | INFO     | target-postgres.employees | Initializing target sink for stream 'employees'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:11.705947Z [info     ] 2025-01-26 18:51:11,601 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:11.706262Z [info     ] 2025-01-26 18:51:11,601 | INFO     | target-postgres.order_details | Initializing target sink for stream 'order_details'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:11.873401Z [info     ] 2025-01-26 18:51:11,873 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:11.873679Z [info     ] 2025-01-26 18:51:11,873 | INFO     | target-postgres.orders | Initializing target sink for stream 'orders'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:12.168504Z [info     ] 2025-01-26 18:51:12,168 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:12.168716Z [info     ] 2025-01-26 18:51:12,168 | INFO     | target-postgres.products | Initializing target sink for stream 'products'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:12.936435Z [info     ] 2025-01-26 18:51:12,759 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:12.936684Z [info     ] 2025-01-26 18:51:12,759 | INFO     | target-postgres.public-categories | Initializing target sink for stream 'public-categories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:13.111522Z [info     ] 2025-01-26 18:51:13,111 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:13.111772Z [info     ] 2025-01-26 18:51:13,111 | INFO     | target-postgres.region | Initializing target sink for stream 'region'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:13.320470Z [info     ] 2025-01-26 18:51:13,320 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:13.320844Z [info     ] 2025-01-26 18:51:13,320 | INFO     | target-postgres.shippers | Initializing target sink for stream 'shippers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:13.545183Z [info     ] 2025-01-26 18:51:13,544 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:13.545447Z [info     ] 2025-01-26 18:51:13,545 | INFO     | target-postgres.suppliers | Initializing target sink for stream 'suppliers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:13.851541Z [info     ] 2025-01-26 18:51:13,851 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:13.851899Z [info     ] 2025-01-26 18:51:13,851 | INFO     | target-postgres.territories | Initializing target sink for stream 'territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:14.223287Z [info     ] 2025-01-26 18:51:14,222 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:14.223651Z [info     ] 2025-01-26 18:51:14,223 | INFO     | target-postgres.us_states | Initializing target sink for stream 'us_states'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:14.431056Z [info     ] 2025-01-26 18:51:14,430 | INFO     | target-postgres      | Target 'target-postgres' completed reading 3387 lines of input (12 schemas, 3362 records, 0 batch manifests, 13 state messages). cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:14.541745Z [info     ] 2025-01-26 18:51:14,541 | INFO     | target-postgres.employee_territories | Inserting with SQL: INSERT INTO "5b09ef42_b386_4493_9420_e42981dc471b" (employee_id, territory_id) VALUES (:employee_id, :territory_id) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
2025-01-26T21:51:14.551980Z [info     ] 2025-01-26 18:51:14,551 | INFO     | target-postgres.customers | Inserting with SQL: INSERT INTO dab7be42_787e_4976_bb87_a34078a6138e (customer_id, company_name, contact_name, contact_title, address, city, region, postal_code, country, phone, fax) VALUES (:customer_id, :company_name, :contact_name, :contact_title, :address, :city, :region, :postal_code, :country, :phone, :fax) cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=bd890f02-0db7-4b03-91e6-0cfd347ab585 stdio=stderr string_id=target-postgres
