2025-01-26T20:41:13.615118Z [info     ] 2025-01-26 17:41:13,614 | INFO     | tap-postgres.public-categories | Beginning full_table sync of 'public-categories'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.657232Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.660478Z [info     ] 2025-01-26 17:41:13,660 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.008398294448852539, "tags": {"stream": "public-customer_customer_demo", "pid": 25068, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.660797Z [info     ] 2025-01-26 17:41:13,660 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 0, "tags": {"stream": "public-customer_customer_demo", "pid": 25068, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.660959Z [info     ] 2025-01-26 17:41:13,660 | INFO     | tap-postgres.public-customer_demographics | Beginning full_table sync of 'public-customer_demographics'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.661090Z [info     ] 2025-01-26 17:41:13,660 | INFO     | tap-postgres.public-customer_demographics | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.667678Z [info     ] 2025-01-26 17:41:13,667 | INFO     | target-csv           | Target 'target-csv' is listening for input from tap. cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.667963Z [info     ] 2025-01-26 17:41:13,667 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.668127Z [info     ] 2025-01-26 17:41:13,667 | INFO     | target-csv.public-categories | Initializing target sink for stream 'public-categories'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.669041Z [info     ] 2025-01-26 17:41:13,668 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.007998466491699219, "tags": {"stream": "public-customer_demographics", "pid": 25068, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.669209Z [info     ] 2025-01-26 17:41:13,668 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 0, "tags": {"stream": "public-customer_demographics", "pid": 25068, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.669340Z [info     ] 2025-01-26 17:41:13,669 | INFO     | tap-postgres.public-customers | Beginning full_table sync of 'public-customers'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.669425Z [info     ] 2025-01-26 17:41:13,669 | INFO     | tap-postgres.public-customers | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.669922Z [info     ] 2025-01-26 17:41:13,669 | INFO     | target-csv.public-categories | Setting up public-categories cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.670594Z [info     ] 2025-01-26 17:41:13,670 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.670764Z [info     ] 2025-01-26 17:41:13,670 | INFO     | target-csv.public-customer_customer_demo | Initializing target sink for stream 'public-customer_customer_demo'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.671809Z [info     ] 2025-01-26 17:41:13,671 | INFO     | target-csv.public-customer_customer_demo | Setting up public-customer_customer_demo cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.671942Z [info     ] 2025-01-26 17:41:13,671 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.672047Z [info     ] 2025-01-26 17:41:13,671 | INFO     | target-csv.public-customer_demographics | Initializing target sink for stream 'public-customer_demographics'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.672951Z [info     ] 2025-01-26 17:41:13,672 | INFO     | target-csv.public-customer_demographics | Setting up public-customer_demographics cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.673136Z [info     ] 2025-01-26 17:41:13,673 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.673261Z [info     ] 2025-01-26 17:41:13,673 | INFO     | target-csv.public-customers | Initializing target sink for stream 'public-customers'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.677339Z [info     ] 2025-01-26 17:41:13,677 | INFO     | target-csv.public-customers | Setting up public-customers cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.683855Z [info     ] 2025-01-26 17:41:13,683 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.014106035232543945, "tags": {"stream": "public-customers", "pid": 25068, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.684075Z [info     ] 2025-01-26 17:41:13,683 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 91, "tags": {"stream": "public-customers", "pid": 25068, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.684179Z [info     ] 2025-01-26 17:41:13,683 | INFO     | tap-postgres.public-employee_territories | Beginning full_table sync of 'public-employee_territories'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.684260Z [info     ] 2025-01-26 17:41:13,684 | INFO     | tap-postgres.public-employee_territories | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.685839Z [info     ] 2025-01-26 17:41:13,685 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.686028Z [info     ] 2025-01-26 17:41:13,685 | INFO     | target-csv.public-employee_territories | Initializing target sink for stream 'public-employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.686965Z [info     ] 2025-01-26 17:41:13,686 | INFO     | target-csv.public-employee_territories | Setting up public-employee_territories cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.695122Z [info     ] 2025-01-26 17:41:13,694 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.010751008987426758, "tags": {"stream": "public-employee_territories", "pid": 25068, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.695409Z [info     ] 2025-01-26 17:41:13,695 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 49, "tags": {"stream": "public-employee_territories", "pid": 25068, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.695572Z [info     ] 2025-01-26 17:41:13,695 | INFO     | tap-postgres.public-employees | Beginning full_table sync of 'public-employees'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.695670Z [info     ] 2025-01-26 17:41:13,695 | INFO     | tap-postgres.public-employees | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.696022Z [info     ] 2025-01-26 17:41:13,695 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.696208Z [info     ] 2025-01-26 17:41:13,696 | INFO     | target-csv.public-employees | Initializing target sink for stream 'public-employees'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.701813Z [info     ] 2025-01-26 17:41:13,701 | INFO     | target-csv.public-employees | Setting up public-employees cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.707010Z [info     ] 2025-01-26 17:41:13,706 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.011172771453857422, "tags": {"stream": "public-employees", "pid": 25068, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.707215Z [info     ] 2025-01-26 17:41:13,706 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 9, "tags": {"stream": "public-employees", "pid": 25068, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.707348Z [info     ] 2025-01-26 17:41:13,707 | INFO     | tap-postgres.public-orders | Beginning full_table sync of 'public-orders'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.707440Z [info     ] 2025-01-26 17:41:13,707 | INFO     | tap-postgres.public-orders | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.707747Z [info     ] 2025-01-26 17:41:13,707 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.707873Z [info     ] 2025-01-26 17:41:13,707 | INFO     | target-csv.public-orders | Initializing target sink for stream 'public-orders'... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.712894Z [info     ] 2025-01-26 17:41:13,712 | INFO     | target-csv.public-orders | Setting up public-orders cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
2025-01-26T20:41:13.754010Z [info     ] 2025-01-26 17:41:13,753 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.04636192321777344, "tags": {"stream": "public-orders", "pid": 25068, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.754564Z [info     ] 2025-01-26 17:41:13,753 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 830, "tags": {"stream": "public-orders", "pid": 25068, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.754691Z [info     ] 2025-01-26 17:41:13,754 | INFO     | tap-postgres.public-products | Beginning full_table sync of 'public-products'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.754805Z [info     ] 2025-01-26 17:41:13,754 | INFO     | tap-postgres.public-products | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.766795Z [info     ] 2025-01-26 17:41:13,766 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.012242555618286133, "tags": {"stream": "public-products", "pid": 25068, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.767064Z [info     ] 2025-01-26 17:41:13,766 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 77, "tags": {"stream": "public-products", "pid": 25068, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.767181Z [info     ] 2025-01-26 17:41:13,766 | INFO     | tap-postgres.public-region | Beginning full_table sync of 'public-region'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.767287Z [info     ] 2025-01-26 17:41:13,767 | INFO     | tap-postgres.public-region | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.771596Z [info     ] 2025-01-26 17:41:13,771 | WARNING  | py.warnings          | /home/victor/Desktop/TESTE/code-challenge/.meltano/extractors/tap-postgres/venv/lib/python3.11/site-packages/singer_sdk/connectors/sql.py:1116: SAWarning: Did not recognize type 'bpchar' of column 'region_description' cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.771793Z [info     ]   columns = inspector.get_columns(table_name, schema_name) cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.771934Z [info     ]                                cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.775743Z [info     ] 2025-01-26 17:41:13,775 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.00848388671875, "tags": {"stream": "public-region", "pid": 25068, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.775971Z [info     ] 2025-01-26 17:41:13,775 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 4, "tags": {"stream": "public-region", "pid": 25068, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.776102Z [info     ] 2025-01-26 17:41:13,775 | INFO     | tap-postgres.public-shippers | Beginning full_table sync of 'public-shippers'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.776232Z [info     ] 2025-01-26 17:41:13,775 | INFO     | tap-postgres.public-shippers | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.785259Z [info     ] 2025-01-26 17:41:13,785 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.008988142013549805, "tags": {"stream": "public-shippers", "pid": 25068, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.785562Z [info     ] 2025-01-26 17:41:13,785 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 6, "tags": {"stream": "public-shippers", "pid": 25068, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.785707Z [info     ] 2025-01-26 17:41:13,785 | INFO     | tap-postgres.public-suppliers | Beginning full_table sync of 'public-suppliers'... cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.785887Z [info     ] 2025-01-26 17:41:13,785 | INFO     | tap-postgres.public-suppliers | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-postgres-to-target-csv name=tap-postgres producer=True run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=tap-postgres
2025-01-26T20:41:13.792629Z [info     ] 2025-01-26 17:41:13,792 | INFO     | target-csv           | Initializing 'target-csv' target sink... cmd_type=elb consumer=True job_name=dev:tap-postgres-to-target-csv name=target-csv producer=False run_id=c7ffca4b-c1a5-4af8-8fd0-ed96cf6ea954 stdio=stderr string_id=target-csv
