2025-01-27T19:30:08.833146Z [info     ] 2025-01-27 16:30:08,832 | INFO     | tap-csv.categories   | Beginning full_table sync of 'categories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.932259Z [info     ] 2025-01-27 16:30:08,932 | INFO     | tap-csv.region       | Beginning full_table sync of 'region'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.932350Z [info     ] 2025-01-27 16:30:08,932 | INFO     | tap-csv.region       | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.932475Z [info     ] 2025-01-27 16:30:08,932 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.00019168853759765625, "tags": {"stream": "region", "pid": 136776, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.932607Z [info     ] 2025-01-27 16:30:08,932 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 4, "tags": {"stream": "region", "pid": 136776, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.932701Z [info     ] 2025-01-27 16:30:08,932 | INFO     | tap-csv.shippers     | Beginning full_table sync of 'shippers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.932810Z [info     ] 2025-01-27 16:30:08,932 | INFO     | tap-csv.shippers     | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.932934Z [info     ] 2025-01-27 16:30:08,932 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.00021409988403320312, "tags": {"stream": "shippers", "pid": 136776, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.933051Z [info     ] 2025-01-27 16:30:08,932 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 6, "tags": {"stream": "shippers", "pid": 136776, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.933159Z [info     ] 2025-01-27 16:30:08,933 | INFO     | tap-csv.suppliers    | Beginning full_table sync of 'suppliers'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.933248Z [info     ] 2025-01-27 16:30:08,933 | INFO     | tap-csv.suppliers    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.934389Z [info     ] 2025-01-27 16:30:08,934 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.001130819320678711, "tags": {"stream": "suppliers", "pid": 136776, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.934552Z [info     ] 2025-01-27 16:30:08,934 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 29, "tags": {"stream": "suppliers", "pid": 136776, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.934652Z [info     ] 2025-01-27 16:30:08,934 | INFO     | tap-csv.territories  | Beginning full_table sync of 'territories'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.934777Z [info     ] 2025-01-27 16:30:08,934 | INFO     | tap-csv.territories  | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.936283Z [info     ] 2025-01-27 16:30:08,936 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0015578269958496094, "tags": {"stream": "territories", "pid": 136776, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.936497Z [info     ] 2025-01-27 16:30:08,936 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 53, "tags": {"stream": "territories", "pid": 136776, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.936651Z [info     ] 2025-01-27 16:30:08,936 | INFO     | tap-csv.us_states    | Beginning full_table sync of 'us_states'... cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.936806Z [info     ] 2025-01-27 16:30:08,936 | INFO     | tap-csv.us_states    | Tap has custom mapper. Using 1 provided map(s). cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.938650Z [info     ] 2025-01-27 16:30:08,938 | INFO     | singer_sdk.metrics   | METRIC: {"type": "timer", "metric": "sync_duration", "value": 0.0019412040710449219, "tags": {"stream": "us_states", "pid": 136776, "context": {}, "status": "succeeded"}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:08.938862Z [info     ] 2025-01-27 16:30:08,938 | INFO     | singer_sdk.metrics   | METRIC: {"type": "counter", "metric": "record_count", "value": 51, "tags": {"stream": "us_states", "pid": 136776, "context": {}}} cmd_type=elb consumer=False job_name=dev:tap-csv-to-target-postgres name=tap-csv producer=True run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=tap-csv
2025-01-27T19:30:09.063996Z [info     ] 2025-01-27 16:30:09,063 | INFO     | target-postgres      | Target 'target-postgres' is listening for input from tap. cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:09.064320Z [info     ] 2025-01-27 16:30:09,063 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:09.064496Z [info     ] 2025-01-27 16:30:09,064 | INFO     | target-postgres.categories | Initializing target sink for stream 'categories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:09.347941Z [info     ] 2025-01-27 16:30:09,347 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:09.348241Z [info     ] 2025-01-27 16:30:09,347 | INFO     | target-postgres.customers | Initializing target sink for stream 'customers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:09.437077Z [info     ] 2025-01-27 16:30:09,436 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:09.437321Z [info     ] 2025-01-27 16:30:09,437 | INFO     | target-postgres.employee_territories | Initializing target sink for stream 'employee_territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:10.057506Z [info     ] 2025-01-27 16:30:10,057 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:10.057791Z [info     ] 2025-01-27 16:30:10,057 | INFO     | target-postgres.employees | Initializing target sink for stream 'employees'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:10.141193Z [info     ] 2025-01-27 16:30:10,141 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:10.141462Z [info     ] 2025-01-27 16:30:10,141 | INFO     | target-postgres.order_details | Initializing target sink for stream 'order_details'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:10.783258Z [info     ] 2025-01-27 16:30:10,783 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:10.783507Z [info     ] 2025-01-27 16:30:10,783 | INFO     | target-postgres.orders | Initializing target sink for stream 'orders'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:10.926158Z [info     ] 2025-01-27 16:30:10,926 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:10.926361Z [info     ] 2025-01-27 16:30:10,926 | INFO     | target-postgres.products | Initializing target sink for stream 'products'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.145174Z [info     ] 2025-01-27 16:30:11,144 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.145411Z [info     ] 2025-01-27 16:30:11,145 | INFO     | target-postgres.region | Initializing target sink for stream 'region'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.215156Z [info     ] 2025-01-27 16:30:11,214 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.215428Z [info     ] 2025-01-27 16:30:11,215 | INFO     | target-postgres.shippers | Initializing target sink for stream 'shippers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.365427Z [info     ] 2025-01-27 16:30:11,365 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.365815Z [info     ] 2025-01-27 16:30:11,365 | INFO     | target-postgres.suppliers | Initializing target sink for stream 'suppliers'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.442517Z [info     ] 2025-01-27 16:30:11,442 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.442798Z [info     ] 2025-01-27 16:30:11,442 | INFO     | target-postgres.territories | Initializing target sink for stream 'territories'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.591922Z [info     ] 2025-01-27 16:30:11,591 | INFO     | target-postgres      | Initializing 'target-postgres' target sink... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.592199Z [info     ] 2025-01-27 16:30:11,591 | INFO     | target-postgres.us_states | Initializing target sink for stream 'us_states'... cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
2025-01-27T19:30:11.667312Z [info     ] 2025-01-27 16:30:11,667 | INFO     | target-postgres      | Target 'target-postgres' completed reading 3387 lines of input (12 schemas, 3362 records, 0 batch manifests, 13 state messages). cmd_type=elb consumer=True job_name=dev:tap-csv-to-target-postgres name=target-postgres producer=False run_id=67d0a3bd-9ee9-4e21-b8f9-0e3ac8e55788 stdio=stderr string_id=target-postgres
